ID,TARGET
1154270440,0.1
1147987574,0.1
1129622364,0.1
619797496,0.1
7391484886,0.1
10165219189,0.1
741382912,0.1
1130214814,0.1
78018389,0.1
75592880,0.1
1148114087,0.1
1127182550,0.1
1389719965,0.1
132955230,0.1
121208304,0.1
55887278,0.1
1147122590,0.1
1378226366,0.1
1433985624,0.1
1150610679,0.1
1147676750,0.1
1148190337,0.1
1392576319,0.1
1398864197,0.1
1129839899,0.1
1408021808,0.1
1148017175,0.1
345336837,0.1
369442637,0.1
6405058408,0.1
3151488250,0.1
1150080054,0.1
1148102072,0.1
1380252351,0.1
6448346949,0.1
6435392625,0.1
1149159698,0.1
1154227938,0.1
632762770,0.1
1446874849,0.1
1153926929,0.1
7426755515,0.1
6377649940,0.1
1149203833,0.1
1151199731,0.1
1152562934,0.1
1152591525,0.1
132847243,0.1
6397842294,0.1
6397557852,0.1
1425237833,0.1
438504201,0.1
632842011,0.1
1139474831,0.1
1153957998,0.1
1030773558,0.1
632999486,0.1
1153928358,0.1
1154265733,0.1
637151602,0.1
7399942108,0.1
499826213,0.1
734441518,0.1
6164987266,0.1
1025595344,0.1
1053577654,0.1
77736350,0.1
1152687879,0.1
1059907552,0.1
1152362603,0.1
1150220086,0.1
627918368,0.1
1020138498,0.1
634379004,0.1
5409812465,0.1
10139218330,0.1
7220406234,0.1
515752774,0.1
1021967070,0.1
107240146,0.1
1143500763,0.1
640076500,0.1
10152023109,0.1
627920508,0.1
1050780459,0.1
3424757922,0.1
361491376,0.1
727207708,0.1
734685065,0.1
6165078647,0.1
1056087321,0.1
734771440,0.1
1029962359,0.1
1146523752,0.1
1032476449,0.1
1152370646,0.1
1137672269,0.1
1152894103,0.1
1153866326,0.1
1153623926,0.1
1152362098,0.1
3116495178,0.1
10439599984,0.1
1131069683,0.1
3151529401,0.1
1033391776,0.1
634872823,0.1
525061515,0.1
1021953555,0.1
124845766,0.1
365734923,0.1
1153082731,0.1
1150012161,0.1
334970752,0.1
176097325,0.1
132067393,0.1
46148802,0.1
819223673,0.1
3151633152,0.1
1153223724,0.1
570899581,0.1
3114598996,0.1
3112815111,0.1
563180603,0.1
335256436,0.1
5110691353,0.1
361473858,0.1
5114988613,0.1
1410857454,0.1
338016835,0.1
1132479594,0.1
131775794,0.1
1150719304,0.1
3114091921,0.1
1147145856,0.1
567153607,0.1
1134650157,0.1
5445344063,0.1
1152438031,0.1
590849069,0.1
118419181,0.1
644179228,0.1
643148424,0.1
1145182286,0.1
1037852707,0.1
468907532,0.1
627373544,0.1
648100365,0.1
65839978,0.1
633244039,0.1
810333680,0.1
636229061,0.1
648083566,0.1
633933410,0.1
1148690967,0.1
633862561,0.1
819748686,0.1
640201457,0.1
713155642,0.1
384534469,0.1
648017814,0.1
814598953,0.1
624163147,0.1
1020798516,0.1
87652404,0.1
714290462,0.1
1029167595,0.1
712207293,0.1
109397370,0.1
712754592,0.1
74635895,0.1
732143035,0.1
1154209851,0.1
645438740,0.1
85044442,0.1
751946212,0.1
643615278,0.1
435326567,0.1
1010485816,0.1
810496230,0.1
818905117,0.1
1133759521,0.1
1153592663,0.1
106112582,0.1
3151812230,0.1
88183164,0.1
4395663824,0.1
1148653210,0.1
1380679726,0.1
1010722602,0.1
723996004,0.1
1146421130,0.1
1130229691,0.1
1139485594,0.1
1147607999,0.1
79336999,0.1
733137626,0.1
751634788,0.1
1132595485,0.1
1402459359,0.1
1127395753,0.1
565344807,0.1
115937932,0.1
117727893,0.1
1129411326,0.1
111026039,0.1
1144642448,0.1
1154019604,0.1
1148723198,0.1
376108790,0.1
322299644,0.1
610152461,0.1
19005573,0.1
107291231,0.1
1153566067,0.1
1027371295,0.1
1152306787,0.1
10451853694,0.1
10448932684,0.1
1153864963,0.1
1153873842,0.1
7430422623,0.1
7400925801,0.1
622544323,0.1
1153383230,0.1
7412421800,0.1
1153956764,0.1
1053513107,0.1
748602780,0.1
636833803,0.1
1152303134,0.1
1409295902,0.1
732220567,0.1
7394092536,0.1
7433538322,0.1
734126714,0.1
759776736,0.1
561889064,0.1
1042369626,0.1
5389332480,0.1
7403594793,0.1
5389120099,0.1
1142252972,0.1
334864123,0.1
3151653136,0.1
637216072,0.1
7387265993,0.1
7299255289,0.1
1050247664,0.1
1045868360,0.1
3109783543,0.1
1403011244,0.1
1149200314,0.1
1149086117,0.1
1154187007,0.1
1061488743,0.1
1144897877,0.1
1154164073,0.1
1146375924,0.1
1152904589,0.1
636853739,0.1
1020333217,0.1
648980459,0.1
3393303591,0.1
337256576,0.1
5428067742,0.1
633444121,0.1
1133793276,0.1
333377691,0.1
7445390071,0.1
1149873980,0.1
1438848753,0.1
3408568260,0.1
1164678107,0.1
1414219022,0.1
3394523977,0.1
1151121926,0.1
323039347,0.1
346189263,0.1
365775609,0.1
831373392,0.1
5385068047,0.1
1154222943,0.1
5409492408,0.1
510603382,0.1
1138092696,0.1
1153192985,0.1
10151980718,0.1
1069829967,0.1
518301092,0.1
1153179172,0.1
596146549,0.1
1220969947,0.1
1152425908,0.1
1407608905,0.1
636571881,0.1
640195794,0.1
641310636,0.1
1035200977,0.1
612312573,0.1
470251274,0.1
4105699534,0.1
1144244863,0.1
643829105,0.1
635714846,0.1
638040410,0.1
610857040,0.1
636138938,0.1
632987537,0.1
10447613544,0.1
823886635,0.1
819858125,0.1
819560777,0.1
89934204,0.1
810482240,0.1
620329248,0.1
713164938,0.1
363757535,0.1
639807487,0.1
108834907,0.1
732309314,0.1
645431856,0.1
636142140,0.1
642991975,0.1
1013583067,0.1
634073976,0.1
1014364046,0.1
754041571,0.1
624155912,0.1
642097767,0.1
74679302,0.1
1016581205,0.1
123029672,0.1
1010326726,0.1
810369749,0.1
1419672880,0.1
3434185666,0.1
811792969,0.1
814358764,0.1
3300267925,0.1
434035933,0.1
1395989573,0.1
4434032627,0.1
491949348,0.1
1153751776,0.1
1033207660,0.1
1154207262,0.1
1145532856,0.1
1154264335,0.1
1154298399,0.1
7394506170,0.1
10452570992,0.1
76991911,0.1
760496048,0.1
1034515588,0.1
1051437032,0.1
3152134567,0.1
1410135924,0.1
1144716782,0.1
1144027388,0.1
1138003309,0.1
1131902859,0.1
1164928549,0.1
1143090678,0.1
359992327,0.1
3425520264,0.1
123386518,0.1
123378378,0.1
1134529461,0.1
1154287912,0.1
124480289,0.1
